2025-05-19 02:22:26,238 [myid:] - INFO  [main:QuorumPeerConfig@136] - Reading configuration from: /home/jepsen/zookeeper-v3.4/conf/zoo.cfg
2025-05-19 02:22:26,320 [myid:0] - WARN  [RecvWorker:3:QuorumCnxManager$RecvWorker@1025] - Connection broken for id 3, my id = 0, error = 
java.io.EOFException
	at java.base/java.io.DataInputStream.readInt(DataInputStream.java:397)
	at org.apache.zookeeper.server.quorum.QuorumCnxManager$RecvWorker.run(QuorumCnxManager.java:1010)
2025-05-19 02:22:26,321 [myid:0] - WARN  [SendWorker:4:QuorumCnxManager$SendWorker@946] - Exception when using channel: for id 4 my id = 0 error = java.net.SocketException: Broken pipe (Write failed)
2025-05-19 02:22:26,321 [myid:0] - WARN  [SendWorker:3:QuorumCnxManager$SendWorker@951] - Send worker leaving thread
2025-05-19 02:22:26,321 [myid:0] - INFO  [WorkerReceiver[myid=0]:FastLeaderElection@595] - Notification: 1 (message format version), 4 (n.leader), 0x0 (n.zxid), 0x1 (n.round), LOOKING (n.state), 4 (n.sid), 0x0 (n.peerEpoch) LOOKING (my state)
2025-05-19 02:22:26,321 [myid:0] - WARN  [RecvWorker:4:QuorumCnxManager$RecvWorker@1025] - Connection broken for id 4, my id = 0, error = 
java.io.EOFException
	at java.base/java.io.DataInputStream.readInt(DataInputStream.java:397)
	at org.apache.zookeeper.server.quorum.QuorumCnxManager$RecvWorker.run(QuorumCnxManager.java:1010)
2025-05-19 02:22:26,323 [myid:0] - WARN  [RecvWorker:4:QuorumCnxManager$RecvWorker@1028] - Interrupting SendWorker
2025-05-19 02:22:26,321 [myid:0] - INFO  [hp124.utah.cloudlab.us/128.110.218.163:3888:QuorumCnxManager$Listener@743] - Received connection request /128.110.218.198:57252
2025-05-19 02:22:26,323 [myid:0] - WARN  [SendWorker:4:QuorumCnxManager$SendWorker@951] - Send worker leaving thread
2025-05-19 02:22:26,322 [myid:0] - WARN  [RecvWorker:3:QuorumCnxManager$RecvWorker@1028] - Interrupting SendWorker
2025-05-19 02:22:26,324 [myid:0] - INFO  [hp124.utah.cloudlab.us/128.110.218.163:3888:QuorumCnxManager$Listener@743] - Received connection request /128.110.218.188:57468
2025-05-19 02:22:26,324 [myid:0] - INFO  [WorkerReceiver[myid=0]:FastLeaderElection@595] - Notification: 1 (message format version), 4 (n.leader), 0x0 (n.zxid), 0x1 (n.round), LOOKING (n.state), 3 (n.sid), 0x0 (n.peerEpoch) LOOKING (my state)
2025-05-19 02:22:26,325 [myid:0] - INFO  [WorkerReceiver[myid=0]:FastLeaderElection@595] - Notification: 1 (message format version), 4 (n.leader), 0x0 (n.zxid), 0x1 (n.round), LOOKING (n.state), 4 (n.sid), 0x0 (n.peerEpoch) LOOKING (my state)
2025-05-19 02:22:26,526 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:QuorumPeer@979] - FOLLOWING
2025-05-19 02:22:26,532 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:Learner@86] - TCP NoDelay set to: true
2025-05-19 02:22:26,540 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:zookeeper.version=3.4.13-2d71af4dbe22557fda74f9a9b4309b15a7487f03, built on 06/29/2018 04:05 GMT
2025-05-19 02:22:26,541 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:host.name=hp124.utah.cloudlab.us
2025-05-19 02:22:26,541 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:java.version=11.0.26
2025-05-19 02:22:26,541 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:java.vendor=Ubuntu
2025-05-19 02:22:26,541 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:java.home=/usr/lib/jvm/java-11-openjdk-amd64
2025-05-19 02:22:26,541 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:java.class.path=/home/jepsen/zookeeper-v3.4/bin/../build/classes:/home/jepsen/zookeeper-v3.4/bin/../build/lib/*.jar:/home/jepsen/zookeeper-v3.4/bin/../lib/slf4j-log4j12-1.7.25.jar:/home/jepsen/zookeeper-v3.4/bin/../lib/slf4j-api-1.7.25.jar:/home/jepsen/zookeeper-v3.4/bin/../lib/netty-3.10.6.Final.jar:/home/jepsen/zookeeper-v3.4/bin/../lib/log4j-1.2.17.jar:/home/jepsen/zookeeper-v3.4/bin/../lib/jline-0.9.94.jar:/home/jepsen/zookeeper-v3.4/bin/../lib/audience-annotations-0.5.0.jar:/home/jepsen/zookeeper-v3.4/bin/../zookeeper-3.4.13.jar:/home/jepsen/zookeeper-v3.4/bin/../src/java/lib/*.jar:/home/jepsen/zookeeper-v3.4/bin/../conf:
2025-05-19 02:22:26,541 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:java.library.path=/usr/java/packages/lib:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib
2025-05-19 02:22:26,542 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:java.io.tmpdir=/tmp
2025-05-19 02:22:26,542 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:java.compiler=<NA>
2025-05-19 02:22:26,542 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:os.name=Linux
2025-05-19 02:22:26,542 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:os.arch=amd64
2025-05-19 02:22:26,543 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:os.version=6.13.5-061305-generic
2025-05-19 02:22:26,543 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:user.name=jepsen
2025-05-19 02:22:26,543 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:user.home=/home/jepsen
2025-05-19 02:22:26,543 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:Environment@100] - Server environment:user.dir=/
2025-05-19 02:22:26,546 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:ZooKeeperServer@174] - Created server with tickTime 2000 minSessionTimeout 4000 maxSessionTimeout 40000 datadir /home/jepsen/zookeeper-v3.4/data/version-2 snapdir /home/jepsen/zookeeper-v3.4/data/version-2
2025-05-19 02:22:26,547 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:Follower@65] - FOLLOWING - LEADER ELECTION TOOK - 238
2025-05-19 02:22:26,550 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:QuorumPeer$QuorumServer@184] - Resolved hostname: hp149.utah.cloudlab.us to address: hp149.utah.cloudlab.us/128.110.218.188
2025-05-19 02:22:26,565 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:Learner@332] - Getting a diff from the leader 0x0
2025-05-19 02:22:36,909 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:56368
2025-05-19 02:22:36,917 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:56368
2025-05-19 02:22:36,923 [myid:0] - WARN  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:Follower@119] - Got zxid 0x100000001 expected 0x1
2025-05-19 02:22:36,923 [myid:0] - INFO  [SyncThread:0:FileTxnLog@213] - Creating new log file: log.100000001
2025-05-19 02:22:36,934 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed00000 with negotiated timeout 5000 for client /128.110.218.193:56368
2025-05-19 02:22:37,064 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:56370
2025-05-19 02:22:37,064 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:56370
2025-05-19 02:22:37,067 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed00001 with negotiated timeout 5000 for client /128.110.218.193:56370
2025-05-19 02:22:37,079 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:56384
2025-05-19 02:22:37,079 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:56384
2025-05-19 02:22:37,082 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed00002 with negotiated timeout 5000 for client /128.110.218.193:56384
2025-05-19 02:22:37,085 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:56392
2025-05-19 02:22:37,086 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:56392
2025-05-19 02:22:37,086 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:56404
2025-05-19 02:22:37,087 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:56404
2025-05-19 02:22:37,089 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed00003 with negotiated timeout 5000 for client /128.110.218.193:56392
2025-05-19 02:22:37,091 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed00004 with negotiated timeout 5000 for client /128.110.218.193:56404
2025-05-19 02:22:37,099 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:56414
2025-05-19 02:22:37,099 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:56414
2025-05-19 02:22:37,100 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:56428
2025-05-19 02:22:37,100 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:56428
2025-05-19 02:22:37,104 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed00005 with negotiated timeout 5000 for client /128.110.218.193:56414
2025-05-19 02:22:37,105 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed00006 with negotiated timeout 5000 for client /128.110.218.193:56428
2025-05-19 02:22:37,106 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:56442
2025-05-19 02:22:37,107 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:56444
2025-05-19 02:22:37,107 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:56442
2025-05-19 02:22:37,108 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:56460
2025-05-19 02:22:37,109 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:56444
2025-05-19 02:22:37,109 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:56466
2025-05-19 02:22:37,110 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:56466
2025-05-19 02:22:37,111 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed00007 with negotiated timeout 5000 for client /128.110.218.193:56442
2025-05-19 02:22:37,113 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed00008 with negotiated timeout 5000 for client /128.110.218.193:56444
2025-05-19 02:22:37,114 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed00009 with negotiated timeout 5000 for client /128.110.218.193:56466
2025-05-19 02:22:37,114 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:56460
2025-05-19 02:22:37,118 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed0000a with negotiated timeout 5000 for client /128.110.218.193:56460
2025-05-19 02:22:46,974 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed00000, likely client has closed socket
2025-05-19 02:22:46,976 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:56368 which had sessionid 0x6441ed00000
2025-05-19 02:22:47,096 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed00003, likely client has closed socket
2025-05-19 02:22:47,097 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:56392 which had sessionid 0x6441ed00003
2025-05-19 02:22:47,098 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed00004, likely client has closed socket
2025-05-19 02:22:47,098 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:56404 which had sessionid 0x6441ed00004
2025-05-19 02:22:47,119 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed00008, likely client has closed socket
2025-05-19 02:22:47,120 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:56444 which had sessionid 0x6441ed00008
2025-05-19 02:22:47,121 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed00005, likely client has closed socket
2025-05-19 02:22:47,121 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:56414 which had sessionid 0x6441ed00005
2025-05-19 02:22:48,336 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:55830
2025-05-19 02:22:48,337 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@942] - Client attempting to renew session 0x6441ed00000 at /128.110.218.193:55830
2025-05-19 02:22:48,338 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:Learner@108] - Revalidating client: 0x6441ed00000
2025-05-19 02:22:48,366 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:55832
2025-05-19 02:22:48,367 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@942] - Client attempting to renew session 0x6441ed00008 at /128.110.218.193:55832
2025-05-19 02:22:48,367 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:Learner@108] - Revalidating client: 0x6441ed00008
2025-05-19 02:22:48,502 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed00007, likely client has closed socket
2025-05-19 02:22:48,503 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:56442 which had sessionid 0x6441ed00007
2025-05-19 02:22:48,506 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed00002, likely client has closed socket
2025-05-19 02:22:48,507 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:56384 which had sessionid 0x6441ed00002
2025-05-19 02:22:48,508 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed00006, likely client has closed socket
2025-05-19 02:22:48,509 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:56428 which had sessionid 0x6441ed00006
2025-05-19 02:22:48,509 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed00001, likely client has closed socket
2025-05-19 02:22:48,510 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:56370 which had sessionid 0x6441ed00001
2025-05-19 02:22:48,511 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed00009, likely client has closed socket
2025-05-19 02:22:48,512 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:56466 which had sessionid 0x6441ed00009
2025-05-19 02:22:48,512 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed0000a, likely client has closed socket
2025-05-19 02:22:48,513 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:56460 which had sessionid 0x6441ed0000a
2025-05-19 02:22:48,661 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:55834
2025-05-19 02:22:48,661 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@942] - Client attempting to renew session 0x6441ed00005 at /128.110.218.193:55834
2025-05-19 02:22:48,661 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:Learner@108] - Revalidating client: 0x6441ed00005
2025-05-19 02:22:48,808 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:55850
2025-05-19 02:22:48,809 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@942] - Client attempting to renew session 0x6441ed00004 at /128.110.218.193:55850
2025-05-19 02:22:48,809 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:Learner@108] - Revalidating client: 0x6441ed00004
2025-05-19 02:22:48,993 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:55864
